,overall_run_index,simulation_run_index,provider_index,utility
0,0,0,0,0.8178496623047369
1,0,1,0,-0.11233161702364186
2,0,2,0,0.8178496623047369
3,0,3,0,-0.11233161702364186
4,0,4,0,0.8178496623047369
5,0,5,0,0.8178496623047369
6,0,6,0,0.8178496623047369
7,0,7,0,-0.11233161702364186
8,0,8,0,0.8178496623047369
9,0,9,0,0.8178496623047369
10,0,10,0,-0.11233161702364186
11,0,11,0,-0.11233161702364186
12,0,12,0,0.8178496623047369
13,0,13,0,0.8178496623047369
14,0,14,0,-0.11233161702364186
15,0,15,0,0.8178496623047369
16,0,16,0,0.8178496623047369
17,0,17,0,0.8178496623047369
18,0,18,0,0.8178496623047369
19,0,19,0,0.8178496623047369
20,0,20,0,0.8178496623047369
21,0,21,0,0.8178496623047369
22,0,22,0,0.8178496623047369
23,0,23,0,0.8178496623047369
24,0,24,0,0.8178496623047369
25,0,25,0,0.8178496623047369
26,0,26,0,0.8178496623047369
27,0,27,0,0.8178496623047369
28,0,28,0,0.8178496623047369
29,0,29,0,0.8178496623047369
30,0,30,0,0.8178496623047369
31,0,31,0,-0.11233161702364186
32,0,32,0,0.8178496623047369
33,0,33,0,-0.11233161702364186
34,0,34,0,0.8178496623047369
35,0,35,0,0.8178496623047369
36,0,36,0,0.8178496623047369
37,0,37,0,0.8178496623047369
38,0,38,0,0.8178496623047369
39,0,39,0,0.8178496623047369
40,0,40,0,-0.11233161702364186
41,0,41,0,-0.11233161702364186
42,0,42,0,0.8178496623047369
43,0,43,0,-0.11233161702364186
44,0,44,0,0.8178496623047369
45,0,45,0,0.8178496623047369
46,0,46,0,0.8178496623047369
47,0,47,0,0.8178496623047369
48,0,48,0,0.8178496623047369
49,0,49,0,0.8178496623047369
50,0,0,1,0.623621925798563
51,0,1,1,-0.2319461677899878
52,0,2,1,0.623621925798563
53,0,3,1,0.623621925798563
54,0,4,1,0.623621925798563
55,0,5,1,0.623621925798563
56,0,6,1,0.623621925798563
57,0,7,1,0.623621925798563
58,0,8,1,0.623621925798563
59,0,9,1,0.623621925798563
60,0,10,1,0.623621925798563
61,0,11,1,0.623621925798563
62,0,12,1,0.623621925798563
63,0,13,1,0.623621925798563
64,0,14,1,0.623621925798563
65,0,15,1,-0.2319461677899878
66,0,16,1,0.623621925798563
67,0,17,1,0.623621925798563
68,0,18,1,-0.2319461677899878
69,0,19,1,0.623621925798563
70,0,20,1,0.623621925798563
71,0,21,1,0.623621925798563
72,0,22,1,0.623621925798563
73,0,23,1,0.623621925798563
74,0,24,1,0.623621925798563
75,0,25,1,0.623621925798563
76,0,26,1,-0.2319461677899878
77,0,27,1,-0.2319461677899878
78,0,28,1,0.623621925798563
79,0,29,1,0.623621925798563
80,0,30,1,0.623621925798563
81,0,31,1,0.623621925798563
82,0,32,1,0.623621925798563
83,0,33,1,0.623621925798563
84,0,34,1,0.623621925798563
85,0,35,1,0.623621925798563
86,0,36,1,0.623621925798563
87,0,37,1,0.623621925798563
88,0,38,1,0.623621925798563
89,0,39,1,0.623621925798563
90,0,40,1,0.623621925798563
91,0,41,1,0.623621925798563
92,0,42,1,0.623621925798563
93,0,43,1,0.623621925798563
94,0,44,1,0.623621925798563
95,0,45,1,0.623621925798563
96,0,46,1,0.623621925798563
97,0,47,1,-0.2319461677899878
98,0,48,1,0.623621925798563
99,0,49,1,0.623621925798563
100,0,0,2,0.6964869970734583
101,0,1,2,0.6964869970734583
102,0,2,2,0.6964869970734583
103,0,3,2,0.6964869970734583
104,0,4,2,-0.13673312671676272
105,0,5,2,-0.13673312671676272
106,0,6,2,-0.13673312671676272
107,0,7,2,0.6964869970734583
108,0,8,2,0.6964869970734583
109,0,9,2,0.6964869970734583
110,0,10,2,0.6964869970734583
111,0,11,2,0.6964869970734583
112,0,12,2,0.6964869970734583
113,0,13,2,0.6964869970734583
114,0,14,2,0.6964869970734583
115,0,15,2,-0.13673312671676272
116,0,16,2,0.6964869970734583
117,0,17,2,0.6964869970734583
118,0,18,2,0.6964869970734583
119,0,19,2,0.6964869970734583
120,0,20,2,0.6964869970734583
121,0,21,2,0.6964869970734583
122,0,22,2,0.6964869970734583
123,0,23,2,0.6964869970734583
124,0,24,2,0.6964869970734583
125,0,25,2,0.6964869970734583
126,0,26,2,-0.13673312671676272
127,0,27,2,0.6964869970734583
128,0,28,2,0.6964869970734583
129,0,29,2,0.6964869970734583
130,0,30,2,0.6964869970734583
131,0,31,2,0.6964869970734583
132,0,32,2,-0.13673312671676272
133,0,33,2,0.6964869970734583
134,0,34,2,-0.13673312671676272
135,0,35,2,0.6964869970734583
136,0,36,2,-0.13673312671676272
137,0,37,2,0.6964869970734583
138,0,38,2,0.6964869970734583
139,0,39,2,-0.13673312671676272
140,0,40,2,0.6964869970734583
141,0,41,2,0.6964869970734583
142,0,42,2,0.6964869970734583
143,0,43,2,0.6964869970734583
144,0,44,2,0.6964869970734583
145,0,45,2,-0.13673312671676272
146,0,46,2,0.6964869970734583
147,0,47,2,-0.13673312671676272
148,0,48,2,0.6964869970734583
149,0,49,2,0.6964869970734583
150,0,0,3,0.7646874727004032
151,0,1,3,0.7646874727004032
152,0,2,3,0.7646874727004032
153,0,3,3,-0.158898938966678
154,0,4,3,0.7646874727004032
155,0,5,3,-0.158898938966678
156,0,6,3,0.7646874727004032
157,0,7,3,0.7646874727004032
158,0,8,3,0.7646874727004032
159,0,9,3,0.7646874727004032
160,0,10,3,0.7646874727004032
161,0,11,3,0.7646874727004032
162,0,12,3,0.7646874727004032
163,0,13,3,0.7646874727004032
164,0,14,3,-0.158898938966678
165,0,15,3,0.7646874727004032
166,0,16,3,-0.158898938966678
167,0,17,3,-0.158898938966678
168,0,18,3,0.7646874727004032
169,0,19,3,0.7646874727004032
170,0,20,3,0.7646874727004032
171,0,21,3,0.7646874727004032
172,0,22,3,0.7646874727004032
173,0,23,3,0.7646874727004032
174,0,24,3,0.7646874727004032
175,0,25,3,0.7646874727004032
176,0,26,3,-0.158898938966678
177,0,27,3,0.7646874727004032
178,0,28,3,0.7646874727004032
179,0,29,3,0.7646874727004032
180,0,30,3,0.7646874727004032
181,0,31,3,-0.158898938966678
182,0,32,3,0.7646874727004032
183,0,33,3,-0.158898938966678
184,0,34,3,0.7646874727004032
185,0,35,3,0.7646874727004032
186,0,36,3,-0.158898938966678
187,0,37,3,0.7646874727004032
188,0,38,3,0.7646874727004032
189,0,39,3,0.7646874727004032
190,0,40,3,-0.158898938966678
191,0,41,3,0.7646874727004032
192,0,42,3,0.7646874727004032
193,0,43,3,-0.158898938966678
194,0,44,3,0.7646874727004032
195,0,45,3,0.7646874727004032
196,0,46,3,0.7646874727004032
197,0,47,3,0.7646874727004032
198,0,48,3,0.7646874727004032
199,0,49,3,-0.158898938966678
200,0,0,4,0.8026148755369228
201,0,1,4,0.8026148755369228
202,0,2,4,-0.10421816223669599
203,0,3,4,-0.10421816223669599
204,0,4,4,0.8026148755369228
205,0,5,4,0.8026148755369228
206,0,6,4,-0.10421816223669599
207,0,7,4,0.8026148755369228
208,0,8,4,0.8026148755369228
209,0,9,4,0.8026148755369228
210,0,10,4,0.8026148755369228
211,0,11,4,0.8026148755369228
212,0,12,4,-0.10421816223669599
213,0,13,4,0.8026148755369228
214,0,14,4,0.8026148755369228
215,0,15,4,0.8026148755369228
216,0,16,4,0.8026148755369228
217,0,17,4,0.8026148755369228
218,0,18,4,0.8026148755369228
219,0,19,4,0.8026148755369228
220,0,20,4,-0.10421816223669599
221,0,21,4,-0.10421816223669599
222,0,22,4,-0.10421816223669599
223,0,23,4,0.8026148755369228
224,0,24,4,0.8026148755369228
225,0,25,4,0.8026148755369228
226,0,26,4,-0.10421816223669599
227,0,27,4,0.8026148755369228
228,0,28,4,0.8026148755369228
229,0,29,4,0.8026148755369228
230,0,30,4,-0.10421816223669599
231,0,31,4,0.8026148755369228
232,0,32,4,0.8026148755369228
233,0,33,4,0.8026148755369228
234,0,34,4,0.8026148755369228
235,0,35,4,-0.10421816223669599
236,0,36,4,0.8026148755369228
237,0,37,4,0.8026148755369228
238,0,38,4,0.8026148755369228
239,0,39,4,-0.10421816223669599
240,0,40,4,0.8026148755369228
241,0,41,4,0.8026148755369228
242,0,42,4,-0.10421816223669599
243,0,43,4,-0.10421816223669599
244,0,44,4,-0.10421816223669599
245,0,45,4,0.8026148755369228
246,0,46,4,-0.10421816223669599
247,0,47,4,0.8026148755369228
248,0,48,4,-0.10421816223669599
249,0,49,4,-0.10421816223669599
250,0,0,5,-0.1580819222962217
251,0,1,5,-0.1580819222962217
252,0,2,5,0.6416221837840526
253,0,3,5,0.6416221837840526
254,0,4,5,0.6416221837840526
255,0,5,5,0.6416221837840526
256,0,6,5,-0.1580819222962217
257,0,7,5,-0.1580819222962217
258,0,8,5,0.6416221837840526
259,0,9,5,0.6416221837840526
260,0,10,5,0.6416221837840526
261,0,11,5,0.6416221837840526
262,0,12,5,0.6416221837840526
263,0,13,5,-0.1580819222962217
264,0,14,5,-0.1580819222962217
265,0,15,5,0.6416221837840526
266,0,16,5,0.6416221837840526
267,0,17,5,-0.1580819222962217
268,0,18,5,0.6416221837840526
269,0,19,5,-0.1580819222962217
270,0,20,5,0.6416221837840526
271,0,21,5,-0.1580819222962217
272,0,22,5,0.6416221837840526
273,0,23,5,0.6416221837840526
274,0,24,5,-0.1580819222962217
275,0,25,5,0.6416221837840526
276,0,26,5,0.6416221837840526
277,0,27,5,0.6416221837840526
278,0,28,5,0.6416221837840526
279,0,29,5,-0.1580819222962217
280,0,30,5,-0.1580819222962217
281,0,31,5,0.6416221837840526
282,0,32,5,0.6416221837840526
283,0,33,5,-0.1580819222962217
284,0,34,5,-0.1580819222962217
285,0,35,5,0.6416221837840526
286,0,36,5,0.6416221837840526
287,0,37,5,0.6416221837840526
288,0,38,5,0.6416221837840526
289,0,39,5,0.6416221837840526
290,0,40,5,0.6416221837840526
291,0,41,5,-0.1580819222962217
292,0,42,5,0.6416221837840526
293,0,43,5,0.6416221837840526
294,0,44,5,-0.1580819222962217
295,0,45,5,0.6416221837840526
296,0,46,5,-0.1580819222962217
297,0,47,5,-0.1580819222962217
298,0,48,5,-0.1580819222962217
299,0,49,5,-0.1580819222962217
300,0,0,6,0.7807367905106417
301,0,1,6,0.7807367905106417
302,0,2,6,0.7807367905106417
303,0,3,6,0.7807367905106417
304,0,4,6,-0.14381084948153794
305,0,5,6,0.7807367905106417
306,0,6,6,-0.14381084948153794
307,0,7,6,0.7807367905106417
308,0,8,6,-0.14381084948153794
309,0,9,6,0.7807367905106417
310,0,10,6,0.7807367905106417
311,0,11,6,-0.14381084948153794
312,0,12,6,0.7807367905106417
313,0,13,6,-0.14381084948153794
314,0,14,6,0.7807367905106417
315,0,15,6,0.7807367905106417
316,0,16,6,-0.14381084948153794
317,0,17,6,0.7807367905106417
318,0,18,6,0.7807367905106417
319,0,19,6,-0.14381084948153794
320,0,20,6,0.7807367905106417
321,0,21,6,0.7807367905106417
322,0,22,6,-0.14381084948153794
323,0,23,6,0.7807367905106417
324,0,24,6,0.7807367905106417
325,0,25,6,0.7807367905106417
326,0,26,6,0.7807367905106417
327,0,27,6,0.7807367905106417
328,0,28,6,-0.14381084948153794
329,0,29,6,0.7807367905106417
330,0,30,6,0.7807367905106417
331,0,31,6,0.7807367905106417
332,0,32,6,0.7807367905106417
333,0,33,6,0.7807367905106417
334,0,34,6,0.7807367905106417
335,0,35,6,0.7807367905106417
336,0,36,6,0.7807367905106417
337,0,37,6,0.7807367905106417
338,0,38,6,0.7807367905106417
339,0,39,6,0.7807367905106417
340,0,40,6,0.7807367905106417
341,0,41,6,0.7807367905106417
342,0,42,6,0.7807367905106417
343,0,43,6,-0.14381084948153794
344,0,44,6,0.7807367905106417
345,0,45,6,0.7807367905106417
346,0,46,6,0.7807367905106417
347,0,47,6,0.7807367905106417
348,0,48,6,0.7807367905106417
349,0,49,6,-0.14381084948153794
350,0,0,7,-0.2028221955551288
351,0,1,7,0.7341636338676802
352,0,2,7,0.7341636338676802
353,0,3,7,-0.2028221955551288
354,0,4,7,0.7341636338676802
355,0,5,7,0.7341636338676802
356,0,6,7,0.7341636338676802
357,0,7,7,0.7341636338676802
358,0,8,7,0.7341636338676802
359,0,9,7,0.7341636338676802
360,0,10,7,0.7341636338676802
361,0,11,7,0.7341636338676802
362,0,12,7,0.7341636338676802
363,0,13,7,-0.2028221955551288
364,0,14,7,0.7341636338676802
365,0,15,7,-0.2028221955551288
366,0,16,7,0.7341636338676802
367,0,17,7,0.7341636338676802
368,0,18,7,-0.2028221955551288
369,0,19,7,0.7341636338676802
370,0,20,7,0.7341636338676802
371,0,21,7,-0.2028221955551288
372,0,22,7,-0.2028221955551288
373,0,23,7,0.7341636338676802
