,overall_run_index,simulation_run_index,consumer_index,utility
0,0,0,0,0.6015108466227737
1,0,1,0,-0.12686605056713754
2,0,2,0,0.6501120914098343
3,0,3,0,-0.2840453763687446
4,0,4,0,0.8068935627635271
5,0,5,0,0.8068935627635271
6,0,6,0,-0.10130727974052889
7,0,7,0,0.8068935627635271
8,0,8,0,0.8068935627635271
9,0,9,0,-0.10130727974052889
10,0,10,0,-0.12268850419406181
11,0,11,0,0.8068935627635271
12,0,12,0,0.8068935627635271
13,0,13,0,0.8238536656109184
14,0,14,0,-0.10130727974052889
15,0,15,0,-0.24102440923458063
16,0,16,0,-0.16068344085959155
17,0,17,0,0.8068935627635271
18,0,18,0,0.8068935627635271
19,0,19,0,0.8068935627635271
20,0,20,0,0.8068935627635271
21,0,21,0,-0.10130727974052889
22,0,22,0,-0.10130727974052889
23,0,23,0,-0.13835433361118235
24,0,24,0,0.6114346295037806
25,0,25,0,0.8068935627635271
26,0,26,0,0.8068935627635271
27,0,27,0,0.6702028936421711
28,0,28,0,0.8068935627635271
29,0,29,0,0.8068935627635271
30,0,30,0,0.7146315527563635
31,0,31,0,-0.2760878521942679
32,0,32,0,-0.10130727974052889
33,0,33,0,-0.10130727974052889
34,0,34,0,-0.2556115977165432
35,0,35,0,0.8068935627635271
36,0,36,0,0.8068935627635271
37,0,37,0,0.8068935627635271
38,0,38,0,0.8068935627635271
39,0,39,0,-0.20774514922962217
40,0,40,0,-0.10130727974052889
41,0,41,0,0.7301821205621924
42,0,42,0,-0.10130727974052889
43,0,43,0,0.8068935627635271
44,0,44,0,-0.10130727974052889
45,0,45,0,0.8068935627635271
46,0,46,0,-0.101119029663016
47,0,47,0,-0.11071650538105356
48,0,48,0,0.6313203238517857
49,0,49,0,0.7760224595808165
50,0,0,1,-0.12898762777772466
51,0,1,1,0.6743080903729919
52,0,2,1,0.7271866812650475
53,0,3,1,0.6501120914098343
54,0,4,1,-0.2840453763687446
55,0,5,1,0.8068935627635271
56,0,6,1,-0.10130727974052889
57,0,7,1,0.8238536656109184
58,0,8,1,0.7788985700853148
59,0,9,1,0.8238536656109184
60,0,10,1,-0.16068344085959155
61,0,11,1,0.7788985700853148
62,0,12,1,0.7788985700853148
63,0,13,1,0.5953651017071511
64,0,14,1,-0.11071650538105356
65,0,15,1,0.7788985700853148
66,0,16,1,0.7788985700853148
67,0,17,1,0.7788985700853148
68,0,18,1,-0.11071650538105356
69,0,19,1,0.7788985700853148
70,0,20,1,-0.11071650538105356
71,0,21,1,-0.11071650538105356
72,0,22,1,0.6376047651533595
73,0,23,1,0.7788985700853148
74,0,24,1,0.7788985700853148
75,0,25,1,0.7058272643764444
76,0,26,1,0.5599364259146629
77,0,27,1,0.7788985700853148
78,0,28,1,-0.11071650538105356
79,0,29,1,0.7788985700853148
80,0,30,1,0.7788985700853148
81,0,31,1,0.6830662615716073
82,0,32,1,0.7788985700853148
83,0,33,1,0.5541029840994254
84,0,34,1,0.7788985700853148
85,0,35,1,-0.18623850477478288
86,0,36,1,-0.11071650538105356
87,0,37,1,-0.11071650538105356
88,0,38,1,-0.11071650538105356
89,0,39,1,0.7788985700853148
90,0,40,1,-0.11071650538105356
91,0,41,1,0.7788985700853148
92,0,42,1,0.7788985700853148
93,0,43,1,-0.11071650538105356
94,0,44,1,-0.2988829563121477
95,0,45,1,0.7788985700853148
96,0,46,1,0.7788985700853148
97,0,47,1,-0.11071650538105356
98,0,48,1,0.7401911421229853
99,0,49,1,0.6627878804452587
100,0,0,2,-0.11684145742213035
101,0,1,2,0.5541029840994254
102,0,2,2,0.5953651017071511
103,0,3,2,0.6501120914098343
104,0,4,2,0.6376047651533595
105,0,5,2,0.662205037907932
106,0,6,2,-0.10130727974052889
107,0,7,2,0.7401911421229853
108,0,8,2,0.568226089831609
109,0,9,2,-0.1420136071111974
110,0,10,2,-0.16068344085959155
111,0,11,2,0.571611988745607
112,0,12,2,-0.22516483175798663
113,0,13,2,0.7609612516306371
114,0,14,2,0.7609612516306371
115,0,15,2,-0.18514197930983442
116,0,16,2,0.7005688518358499
117,0,17,2,0.5379480495817733
118,0,18,2,-0.10543011788804811
119,0,19,2,-0.10543011788804811
120,0,20,2,0.7609612516306371
121,0,21,2,0.5609000388098824
122,0,22,2,-0.29258511070736715
123,0,23,2,-0.10543011788804811
124,0,24,2,0.7609612516306371
125,0,25,2,0.7609612516306371
126,0,26,2,-0.2084744494255546
127,0,27,2,-0.10543011788804811
128,0,28,2,0.7609612516306371
129,0,29,2,0.6830662615716073
130,0,30,2,-0.10543011788804811
131,0,31,2,0.7609612516306371
132,0,32,2,-0.10543011788804811
133,0,33,2,-0.10543011788804811
134,0,34,2,-0.10543011788804811
135,0,35,2,0.7058272643764444
136,0,36,2,0.7796206949617759
137,0,37,2,-0.12898762777772466
138,0,38,2,0.7796206949617759
139,0,39,2,0.7796206949617759
140,0,40,2,0.7796206949617759
141,0,41,2,0.7796206949617759
142,0,42,2,0.6111527333054243
143,0,43,2,-0.12898762777772466
144,0,44,2,0.7796206949617759
145,0,45,2,-0.12898762777772466
146,0,46,2,-0.12898762777772466
147,0,47,2,0.7796206949617759
148,0,48,2,0.7796206949617759
149,0,49,2,0.7796206949617759
150,0,0,3,0.7269165850085683
151,0,1,3,0.5844599559978487
152,0,2,3,0.6501120914098343
153,0,3,3,-0.2840453763687446
154,0,4,3,0.8068935627635271
155,0,5,3,0.8068935627635271
156,0,6,3,-0.10130727974052889
157,0,7,3,0.8068935627635271
158,0,8,3,0.8068935627635271
159,0,9,3,-0.11684145742213035
160,0,10,3,0.8068935627635271
161,0,11,3,0.8068935627635271
162,0,12,3,0.8068935627635271
163,0,13,3,-0.10130727974052889
164,0,14,3,0.6716688872812091
165,0,15,3,-0.101119029663016
166,0,16,3,0.8068935627635271
167,0,17,3,0.7301821205621924
168,0,18,3,0.8068935627635271
169,0,19,3,-0.265552142496678
170,0,20,3,0.8068935627635271
171,0,21,3,-0.22430669271087733
172,0,22,3,-0.10130727974052889
173,0,23,3,0.8068935627635271
174,0,24,3,0.7271866812650475
175,0,25,3,0.8068935627635271
176,0,26,3,0.7146263250864269
177,0,27,3,0.8068935627635271
178,0,28,3,0.8068935627635271
179,0,29,3,0.8068935627635271
180,0,30,3,-0.10130727974052889
181,0,31,3,0.805578089578757
182,0,32,3,-0.20774514922962217
183,0,33,3,-0.10130727974052889
184,0,34,3,-0.10130727974052889
185,0,35,3,0.8068935627635271
186,0,36,3,0.8068935627635271
187,0,37,3,0.8068935627635271
188,0,38,3,0.7058272643764444
189,0,39,3,-0.10130727974052889
190,0,40,3,0.568226089831609
191,0,41,3,0.7401911421229853
192,0,42,3,0.5970078054079594
193,0,43,3,0.5686634991220828
194,0,44,3,-0.10130727974052889
195,0,45,3,0.5586627484366189
196,0,46,3,0.8068935627635271
197,0,47,3,0.6627878804452587
198,0,48,3,-0.10130727974052889
199,0,49,3,0.8068935627635271
200,0,0,4,-0.25881741551677895
201,0,1,4,0.8238536656109184
202,0,2,4,0.8238536656109184
203,0,3,4,0.8238536656109184
204,0,4,4,-0.16068344085959155
205,0,5,4,0.8238536656109184
206,0,6,4,0.6743080903729919
207,0,7,4,0.8238536656109184
208,0,8,4,-0.16068344085959155
209,0,9,4,0.8238536656109184
210,0,10,4,-0.16068344085959155
211,0,11,4,0.8238536656109184
212,0,12,4,0.8238536656109184
213,0,13,4,0.8238536656109184
214,0,14,4,-0.16068344085959155
215,0,15,4,-0.16068344085959155
216,0,16,4,-0.16068344085959155
217,0,17,4,0.8238536656109184
218,0,18,4,-0.2988829563121477
219,0,19,4,0.7146315527563635
220,0,20,4,0.7796206949617759
221,0,21,4,-0.14178631622802493
222,0,22,4,-0.2840453763687446
223,0,23,4,0.7301821205621924
224,0,24,4,0.7796206949617759
225,0,25,4,0.7796206949617759
226,0,26,4,0.7796206949617759
227,0,27,4,0.7796206949617759
228,0,28,4,-0.12898762777772466
229,0,29,4,0.6615915033571771
230,0,30,4,0.7796206949617759
231,0,31,4,-0.12898762777772466
232,0,32,4,0.7796206949617759
233,0,33,4,0.7796206949617759
234,0,34,4,0.7796206949617759
235,0,35,4,-0.12898762777772466
236,0,36,4,0.7796206949617759
237,0,37,4,-0.12898762777772466
238,0,38,4,0.6222643584725764
239,0,39,4,0.7796206949617759
240,0,40,4,0.7796206949617759
241,0,41,4,0.7796206949617759
242,0,42,4,-0.12898762777772466
243,0,43,4,-0.12898762777772466
244,0,44,4,0.7796206949617759
245,0,45,4,-0.12898762777772466
246,0,46,4,-0.12898762777772466
247,0,47,4,0.7796206949617759
248,0,48,4,0.7796206949617759
249,0,49,4,0.7058272643764444
250,0,0,0,0.7522960382840329
251,0,1,0,-0.1717280395790587
252,0,2,0,0.6278651285329889
253,0,3,0,0.7522960382840329
254,0,4,0,0.7522960382840329
255,0,5,0,0.8746155342876707
256,0,6,0,0.7522960382840329
257,0,7,0,0.7522960382840329
258,0,8,0,0.6772537606918664
259,0,9,0,-0.21406808793119786
260,0,10,0,0.7084545874321181
261,0,11,0,-0.21406808793119786
262,0,12,0,0.7522960382840329
263,0,13,0,0.7522960382840329
264,0,14,0,-0.21406808793119786
265,0,15,0,0.7522960382840329
266,0,16,0,0.5939200255546442
267,0,17,0,0.6614847651111799
268,0,18,0,-0.21406808793119786
269,0,19,0,-0.10276265081662479
270,0,20,0,0.7522960382840329
271,0,21,0,-0.21406808793119786
272,0,22,0,-0.21406808793119786
273,0,23,0,-0.1472632834606887
274,0,24,0,0.7522960382840329
275,0,25,0,0.6111147688634638
276,0,26,0,0.7522960382840329
277,0,27,0,-0.21406808793119786
278,0,28,0,0.7522960382840329
279,0,29,0,0.7522960382840329
280,0,30,0,0.7222945822516588
281,0,31,0,0.6440790357328345
282,0,32,0,-0.21406808793119786
283,0,33,0,0.7522960382840329
284,0,34,0,0.7522960382840329
285,0,35,0,0.7522960382840329
286,0,36,0,-0.21406808793119786
287,0,37,0,0.7522960382840329
288,0,38,0,0.7522960382840329
289,0,39,0,-0.21406808793119786
290,0,40,0,0.7522960382840329
291,0,41,0,0.5393361483818677
292,0,42,0,-0.289882153480696
293,0,43,0,-0.21406808793119786
294,0,44,0,0.8661802819070246
295,0,45,0,0.6250905140719893
296,0,46,0,0.8661802819070246
297,0,47,0,-0.11329533796574949
298,0,48,0,0.7522960382840329
299,0,49,0,0.7420266564799521
300,0,0,1,-0.2926292886127738
301,0,1,1,0.7481898964775412
